娓€㈡境鈥㈠彴,#genre#
涓夌珛鍙版咕,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_1/chunklist.m3u8*~hmac=91a79f89ab6475a9ebdb69c9ff188cae5c1ae81d1afde64daecd53e989c9bfc3
涓夌珛鍙版咕,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_2/chunklist.m3u8*~hmac=34c6c254e7df415612fbc4534d54b5e7ccb6d1174b17a27d2a639798d9765173
涓夌珛閮戒細,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
涓夌珛閮戒細,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_1/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_1/chunklist.m3u8*~hmac=89f79f6442fed7c3b4bc9388123ebb72802d3aa1a6129f24d1a6d59f4fad72dd
涓夌珛閮戒細,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_2/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_2/chunklist.m3u8*~hmac=4d5a5a64d3a2099102a144761bc8c65b0f79b9b0421e984cbba7dde5dec1ccd3
浜洪棿鍗,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
浜洪棿鍗,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
鍗庤缁艰壓,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
鍗庤缁艰壓,https://ytm2.yuanhsing.cf/TBSCTSSHOW.m3u8
鍗庤鎴忓墽,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
鍗庤鎴忓墽,https://ytm2.yuanhsing.cf/ctsprog.m3u8
澶х珛鐢佃,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
鐣柉鍙�,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
鍏ぇ鐢佃,https://ytm2.yuanhsing.cf/GTVDRAMA.m3u8
澶х珛鐢佃,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
鐣柉鍙�,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
缇庡浗涓枃,https://jpts.sinovision.net/livestream.m3u8
鍗鐢靛奖,http://211.23.114.106:8525/http/116.50.42.19:8081/hls/64/806/ch16.m3u8
HBO HD,http://125.227.210.55:35210/VideoInput/play.ts
HBO,http://220.134.196.147:9520/http/60.251.39.91:8081/hls/71/813/ch41.m3u8
鏅烘灄浣撹偛鍙�,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
GOOD鍗￠€�,http://live.streamingfast.net/osmflivech45.m3u8
涓滄．骞煎辜姝屾洸,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
浜插瓙鍔ㄧ敾01,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV65.m3u8
浜插瓙鍔ㄧ敾02,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV66.m3u8
浜插瓙鍔ㄧ敾,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
ANIMAX,http://211.23.114.106:8516/http/61.221.81.94:8088/hls/70/812/ch39.m3u8
TaiwanPlus,https://ythls.onrender.com/channel/UC7c6rvyAZLpKGk8ttVnpnLA.m3u8
闀滄柊闂�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
瀵板畤鏂伴椈鍙�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
姘戣鏂伴椈鍙癏D,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
鍙拌鏂伴椈HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
涓鏂伴椈HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
涓,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV71.m3u8
涓ぉ鏂伴椈,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
涓ぉ鏂伴椈,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV49.m3u8
涓ぉ濞变箰,http://162.19.247.76:22222/live/ztyl/index.m3u8
闀滄柊闂�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
TVBS NESW,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
TAIWAN PLUS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8
鍘熶綇姘戞棌鐢佃鍙�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV35.m3u8
MOMO1鍙�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO2鍙�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
涓夌珛鍙版咕,http://211.23.114.106:8521/http/60.251.39.91:8081/hls/65/807/ch20.m3u8
涓夌珛鎴忓墽,http://198.16.100.90:8278/sanlixiju_twn/playlist.m3u8?tid=MC3C7351075373510753&ct=19249&tsum=f70fc544635e38b2fd7b4bb39899df0e
AXN,http://ceshi.huanqiuzhibo.cn/accv.php?id=axn_twn
鍏ぇ鎴忓墽,http://ceshi.huanqiuzhibo.cn/accv.php?id=badadrama
鍏ぇ绗竴,http://ceshi.huanqiuzhibo.cn/accv.php?id=badafirst
鍏ぇ缁煎悎,http://ceshi.huanqiuzhibo.cn/accv.php?id=badazhonghe
cinemax,http://ceshi.huanqiuzhibo.cn/accv.php?id=cinemax_twn
TVB娆箰鍙�,http://ceshi.huanqiuzhibo.cn/accv.php?id=cinemax_twn
鏂板姞鍧�,http://ceshi.huanqiuzhibo.cn/accv.php?id=cna
涓ぉ濞变箰,http://ceshi.huanqiuzhibo.cn/accv.php?id=ctient
涓ぉ缁煎悎,http://ceshi.huanqiuzhibo.cn/accv.php?id=ctizhonghe
鎺㈢储棰戦亾,http://ceshi.huanqiuzhibo.cn/accv.php?id=discoveryhd_twn
鐖卞皵杈句綋鑲�2,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltasport2_twn
涓滄．鎴忓墽,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvdrama
涓滄．鐢靛奖,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvmovie
涓滄．鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvnews
涓滄．娲嬬墖,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvwestern
涓滄．缁煎悎,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvzhonghe
闈炲嚒鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=feifannews_twn
姘戣,http://ceshi.huanqiuzhibo.cn/accv.php?id=ftvhd_taiwan
鍔ㄧ墿鏄熺悆,http://ceshi.huanqiuzhibo.cn/accv.php?id=animalplanet_twn
姘戣鍙版咕,http://ceshi.huanqiuzhibo.cn/accv.php?id=ftvtaiwan_twn
HB0瀹跺涵,http://ceshi.huanqiuzhibo.cn/accv.php?id=fyi_twn
HBO,http://ceshi.huanqiuzhibo.cn/accv.php?id=hbohd_twn
hbohits,http://ceshi.huanqiuzhibo.cn/accv.php?id=hbohead_twn
HBO鍘熷垱,http://ceshi.huanqiuzhibo.cn/accv.php?id=hbosignature_twn
鍑ゅ嚢棣欐腐,http://ceshi.huanqiuzhibo.cn/accv.php?id=hkphoenix_twn
濂借幈鍧炵數褰�,http://ceshi.huanqiuzhibo.cn/accv.php?id=hollywoodmovies_twn
TVB鏃犵嚎鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=inews_twn
J2,http://ceshi.huanqiuzhibo.cn/accv.php?id=j2_twn
TVB缈＄繝,http://ceshi.huanqiuzhibo.cn/accv.php?id=jade_twn
榫欑ゥ鏃朵唬,http://ceshi.huanqiuzhibo.cn/accv.php?id=lungxiangtime_twn
CN鍗￠€氶閬�,http://ceshi.huanqiuzhibo.cn/accv.php?id=momo1_twn
鍥藉鍦扮悊,http://ceshi.huanqiuzhibo.cn/accv.php?id=natgeohd_twn
骞翠唬鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=niandainews_twn
鍑ゅ嚢鍗,http://ceshi.huanqiuzhibo.cn/accv.php?id=phoenixtv_hd
涓夌珛閮戒細,http://ceshi.huanqiuzhibo.cn/accv.php?id=sanlidouhui_twn
涓夌珛鍙版咕,http://ceshi.huanqiuzhibo.cn/accv.php?id=sanlitaiwan
TVB璐㈢粡,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbcaijing_twn
TVBS,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbs
TVB娆箰鍙�,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbshuanle_twn
TVBS鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbs_n
TVB鏄熸渤,http://ceshi.huanqiuzhibo.cn/accv.php?id=tvbxinhe_twn
绾潵鏃ユ湰,http://ceshi.huanqiuzhibo.cn/accv.php?id=videolandjapan
绾潵鐢靛奖,http://ceshi.huanqiuzhibo.cn/accv.php?id=videolandmovie
绾潵浣撹偛,http://ceshi.huanqiuzhibo.cn/accv.php?id=videolandsport
VIU1,http://ceshi.huanqiuzhibo.cn/accv.php?id=viu1_twn
鍗涓枃鍙�,http://ceshi.huanqiuzhibo.cn/accv.php?id=weishichinese_twn
TVB鏄熸渤,http://ceshi.huanqiuzhibo.cn/accv.php?id=Xinhe
澹规柊闂�,http://ceshi.huanqiuzhibo.cn/accv.php?id=yinews
Thrill,http://ceshi.huanqiuzhibo.cn/accv.php?id=Thrill
Tvnmovie,http://ceshi.huanqiuzhibo.cn/accv.php?id=Tvnmovie
澶╂槧缁忓吀,http://ceshi.huanqiuzhibo.cn/accv.php?id=Celestial2
浜氭床缇庨,http://ceshi.huanqiuzhibo.cn/accv.php?id=afc_twn
浜氭床鏃呮父,http://ceshi.huanqiuzhibo.cn/accv.php?id=asiatravel_twn
BOO鎭愭€�,http://ceshi.huanqiuzhibo.cn/accv.php?id=Boo
鎼忔柉楂樼悆1,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosigolf1_twn
鎼忔柉楂樼悆2,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosigolf2_twn
鎼忔柉楂樼悆杩愬姩1,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosisport1_twn
鎼忔柉楂樼悆杩愬姩2,http://ceshi.huanqiuzhibo.cn/accv.php?id=bosisport2_twn
鎼忔柉缃戠悆,http://ceshi.huanqiuzhibo.cn/accv.php?id=bositennis_twn
澶╂槧棰戦亾,http://ceshi.huanqiuzhibo.cn/accv.php?id=Celestial
鎺㈢储浜氭床,http://ceshi.huanqiuzhibo.cn/accv.php?id=discoverytwn_twn
ELTA褰卞墽鍙�,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltadrama_twn
鐖卞皵杈句綋鑲�3,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltasport3_twn
鐖卞皵杈句綋鑲�1,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltasport_twn
鐖卞皵杈惧奖鍓�,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltayingju_twn
鐖卞皵杈剧患鍚�,http://ceshi.huanqiuzhibo.cn/accv.php?id=eltazonghe
涓滄．璐㈢粡,http://ceshi.huanqiuzhibo.cn/accv.php?id=ettvcaijing_twn
EYE鏃呮父,http://ceshi.huanqiuzhibo.cn/accv.php?id=eyetvtravel_twn
EYE鎴忓墽,http://ceshi.huanqiuzhibo.cn/accv.php?id=eyetvxiju_twn
缇庨鏄熺悆,http://ceshi.huanqiuzhibo.cn/accv.php?id=foodplanet_twn
姘戣鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=ftvnew_taiwan
Arena娆㈠枩,http://ceshi.huanqiuzhibo.cn/accv.php?id=Huahee
瀵板畤鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=huanyuxinwen_twn
闈栧ぉ鍗￠€�,http://ceshi.huanqiuzhibo.cn/accv.php?id=jingtiancartoon_twn
闈栧ぉ鍥介檯,http://ceshi.huanqiuzhibo.cn/accv.php?id=jingtianintl_twn
榫欏崕鍋跺儚,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuaidol_twn
榫欏崕缁忓吀,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuajingdian_twn
榫欏崕娲嬬墖,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuawestern_twn
榫欏崕鎴忓墽,http://ceshi.huanqiuzhibo.cn/accv.php?id=lunghuaxiju_twn
缇庝簹鐢靛奖,http://ceshi.huanqiuzhibo.cn/accv.php?id=meiyamovie_twn
ELTA浣撹偛鍙�4,http://ceshi.huanqiuzhibo.cn/accv.php?id=natgeowild_twn
TVB鏄庣彔,http://ceshi.huanqiuzhibo.cn/accv.php?id=pearl_twn
鍑ゅ嚢璧勮,http://ceshi.huanqiuzhibo.cn/accv.php?id=phoenixinfo_hd
Arena鍏ㄥ,http://ceshi.huanqiuzhibo.cn/accv.php?id=Quanjia
RHK31,http://ceshi.huanqiuzhibo.cn/accv.php?id=rhk31_twn
RHK32,http://ceshi.huanqiuzhibo.cn/accv.php?id=rhk32_twn
涓夌珛鎴忓墽,http://ceshi.huanqiuzhibo.cn/accv.php?id=sanlixiju_twn
涓夌珛缁煎悎,http://ceshi.huanqiuzhibo.cn/accv.php?id=sanlizhonghe
鍙拌鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=ttvnews_twn
鍙拌,http://ceshi.huanqiuzhibo.cn/accv.php?id=ttv_taiwan
鍗庝附缈＄繝,http://ceshi.huanqiuzhibo.cn/accv.php?id=Wlt
鏄熷崼鐢靛奖,http://ceshi.huanqiuzhibo.cn/accv.php?id=xingwei_movie
TVB鏄熸渤,http://ceshi.huanqiuzhibo.cn/accv.php?id=Xinhe_mega
涓,http://ceshi.huanqiuzhibo.cn/accv.php?id=zhongshihd_twn
涓鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=zhongshinews_twn
涓缁忓吀,http://ceshi.huanqiuzhibo.cn/accv.php?id=zhongshi_twn
涓ぉ鏂伴椈,http://ceshi.huanqiuzhibo.cn/accv.php?id=ctinews
鍗庤,http://ceshi.huanqiuzhibo.cn/accv.php?id=ctshd_twn
鍏,http://ceshi.huanqiuzhibo.cn/accv.php?id=ctv_taiwan
鍙拌HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--1
涓HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--2
鍗庤HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--3
姘戣HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--4
鍏,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--5
浜洪棿鍗,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--68
澶х埍鐢佃,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--6
濂芥秷鎭疓OOD TV,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--7
鍥藉鍦扮悊HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--8
DISCOVERY,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--9
鏃呮父鐢熸椿,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--10
鍔ㄧ墿鏄熺悆,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--11
浜氭床鏃呮父,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--12
momo浜插瓙鍙�,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--13
涓滄．骞煎辜HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--14
榫欏崕鍗￠€氬彴,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--15
绾潵缁煎悎HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--16
鍏ぇ绗竴HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--17
鍏ぇ缁煎悎HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--18
涓夌珛鍙版咕HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--19
涓夌珛閮戒細HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--20
鍗涓枃HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--21
涓滄．缁煎悎HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--22
瓒呰HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--23
涓ぉ缁煎悎HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--24
涓ぉ濞变箰HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--25
涓滈鍗,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--26
MUCH TV,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--27
涓滄．鎴忓墽HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--28
鍏ぇ鎴忓墽HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--29
TVBS娆箰HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--30
绾潵鎴忓墽,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--31
榫欏崕鎴忓墽鍙�,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--32
榫欏崕鏃ラ煩鍓�,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--33
榫欏崕鍋跺儚鍓�,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--34
绾締鏃ユ湰HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--35
Taiwan Plus,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--36
骞翠唬鏂伴椈,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--37
涓滄．鏂伴椈HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--38
涓ぉ鏂伴椈,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--39
姘戣鏂伴椈,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--40
涓夌珛鏂伴椈HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--41
TVBS鏂伴椈HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--42
TVBS HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--43
闈炲嚒鏂伴椈,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--44
闈炲嚒鍟嗕笟,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--45
涓滄．璐㈢粡HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--46
瀵板畤鏂伴椈,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--47
澹规柊闂�,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--48
Bloomberg News,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--49
NHK涓栫晫HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--50
鍗鐢靛奖HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--51
濂借幈鍧炵數褰盚D,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--52
绾潵鐢靛奖HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--53
榫欏崕鐢靛奖鍙�,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--54
HBO,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--55
AXN,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--56
CINEMAX HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--57
STAR MOVIES GOLD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--58
Star World,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--59
绾潵鑲蹭箰HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--60
绾潵浣撹偛HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--61
鍗氭柉杩愬姩涓€,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--62
momo 缁煎悎鍙�,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--63
ELEVEN SPORTS 1 HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--64
ELEVEN SPORTS 2 HD,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--65
鍑ゅ嚢璧勮,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--66
鍑ゅ嚢涓枃,http://193.233.206.48/QQ缇�212710857.php?id=鐢佃鐩存挱婧愬垎浜兢QQ212710857--67
涓夌珛鏂伴椈,http://125.227.210.55:35238/VideoInput/play.ts
姘戣鏂伴椈,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
涓夌珛iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
TVBS NEWS,https://yt-stream.livednow.com/stream/m_dhMSvUCIc/master.m3u8
涓夌珛NEWS+,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
骞翠唬鏂伴椈,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8
闈炲嚒鏂伴椈,http://125.227.210.55:28993/VideoInput/play.ts
涓ぉ鏂伴椈,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
TVBS鏂伴椈,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS鏂伴椈,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS NEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
涓滄．鏂伴椈,http://211.23.114.106:8540/http/60.251.39.91:8081/hls/63/805/ch10.m3u8
涓滄．璐㈢粡,https://ytm2.yuanhsing.cf/EBCFinancial.m3u8
涓滄．璐㈢粡,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
鍙拌鏂伴椈,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
涓鏂伴椈,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
涓ぉ浜氭床鍙�,https://yt-stream.livednow.com/stream/s2waUruqze4/master.m3u8
涓滄．璐㈢粡鑲″競,https://yt-stream.livednow.com/stream/LbS-xQ67fos/master.m3u8
闀滄柊闂�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
瀵板畤鍥介檯鏂伴椈,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
浜洪棿鍗,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
浜洪棿鍗,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
鍗庤缁艰壓,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
鍗庤缁艰壓,https://ytm2.yuanhsing.cf/TBSCTSSHOW.m3u8
鍗庤鎴忓墽,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
鍗庤鎴忓墽,https://ytm2.yuanhsing.cf/ctsprog.m3u8
澶х珛鐢佃,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
鐣柉鍙�,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
鍏ぇ鐢佃,https://ytm2.yuanhsing.cf/GTVDRAMA.m3u8
澶х珛鐢佃,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
鐣柉鍙�,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
鏅烘灄浣撹偛鍙�,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
涓滄．骞煎辜姝屾洸,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV63.m3u8
闀滄柊闂�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
瀵板畤鏂伴椈鍙�,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
姘戣鏂伴椈,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
